FULL_ADDRESS,Source,Longitude,Latitude
"173 ALFORD STREET, Boston, MA",SAM,-71.07031650442131,42.39058372496248
"215 ALFORD STREET, Boston, MA",SAM,,
"32 ALFORD STREET, Boston, MA",SAM,-71.07350968655012,42.38560922483883
"62 ALFORD STREET, Boston, MA",SAM,-71.07298702271683,42.38658183645059
"70 ALFORD STREET, Boston, MA",SAM,-71.07290672232203,42.386788323175274
"2 ALFRED STREET, Boston, MA",SAM,-71.1108854282935,42.31207095395796
"4 ALFRED STREET, Boston, MA",SAM,-71.11089068075391,42.31206507120204
"6 ALFRED STREET, Boston, MA",SAM,-71.11089593321431,42.31205918844612
"8 ALFRED STREET, Boston, MA",SAM,-71.11090118567472,42.31205330569021
"10 ALGER STREET, Boston, MA",SAM,-71.0580785728307,42.33288062746087
"19 ALGER STREET, Boston, MA",SAM,-71.0579673968671,42.33276603608196
"2 ALGER STREET, Boston, MA",SAM,-71.05817090541618,42.33288062746381
"4 ALGER STREET, Boston, MA",SAM,-71.05814782226982,42.33288062746307
"9 ALGER STREET, Boston, MA",SAM,-71.05808045717582,42.33276603608556
"12 BRADLEE STREET, Boston, MA",SAM,-71.11567395054558,42.26672563150754
"13 ALGONQUIN STREET, Boston, MA",SAM,-71.07381008663862,42.29785925792078
"15 ALGONQUIN STREET, Boston, MA",SAM,-71.0738971648147,42.29783616536572
"16 ALGONQUIN STREET, Boston, MA",SAM,-71.07384487780422,42.297728297705014
"17 ALGONQUIN STREET, Boston, MA",SAM,-71.0739842429908,42.29781307281069
"18 ALGONQUIN STREET, Boston, MA",SAM,-71.0739319559803,42.29770520514996
"21 ALGONQUIN STREET, Boston, MA",SAM,-71.07415839934298,42.29776688770062
"22 ALGONQUIN STREET, Boston, MA",SAM,-71.0741061123325,42.2976590200399
"24 ALGONQUIN STREET, Boston, MA",SAM,-71.07419319050858,42.297635927484855
"25 ALGONQUIN STREET, Boston, MA",SAM,-71.07433255569518,42.29772070259053
"28 ALGONQUIN STREET, Boston, MA",SAM,-71.07436734686075,42.29758974237478
