FULL_ADDRESS,Source,Longitude,Latitude
"23 REED STREET, Boston, MA",SAM,-71.07673856719988,42.33477729789924
"25 REED STREET, Boston, MA",SAM,-71.07676089001744,42.33476098071196
"27 REED STREET, Boston, MA",SAM,-71.07678321283497,42.33474466352469
"1812 WASHINGTON STREET, Boston, MA",SAM,-71.07795076058855,42.33568154573952
"1826 WASHINGTON STREET, Boston, MA",SAM,-71.07809565157294,42.335568508466224
"1830 WASHINGTON STREET, Boston, MA",SAM,-71.07813726360826,42.335535218836235
"1782 WASHINGTON STREET, Boston, MA",SAM,-71.07762208885227,42.3359193082845
"539 SHAWMUT AVENUE, Boston, MA",SAM,-71.07836468288238,42.33720632487532
"1759 WASHINGTON STREET, Boston, MA",SAM,-71.07712748785073,42.33646635822959
"1775 WASHINGTON STREET, Boston, MA",SAM,-71.07732592239866,42.3363123493187
"63 NORTHAMPTON STREET, Boston, MA",SAM,-71.07637778176586,42.33503725377443
"100 NORTHAMPTON STREET, Boston, MA",SAM,-71.07694686503486,42.33533243318626
"102 NORTHAMPTON STREET, Boston, MA",SAM,-71.07698469761037,42.33536342855631
"104 NORTHAMPTON STREET, Boston, MA",SAM,-71.0770225301859,42.33539442392635
"106 NORTHAMPTON STREET, Boston, MA",SAM,-71.07706036276143,42.335425419296406
"108 NORTHAMPTON STREET, Boston, MA",SAM,-71.07709819533696,42.33545641466644
"110 NORTHAMPTON STREET, Boston, MA",SAM,-71.0771360279125,42.3354874100365
"82 NORTHAMPTON STREET, Boston, MA",SAM,-71.07660637185512,42.33505347485587
"84 NORTHAMPTON STREET, Boston, MA",SAM,-71.07664420443064,42.33508447022591
"86 NORTHAMPTON STREET, Boston, MA",SAM,-71.07668203700618,42.33511546559597
"88 NORTHAMPTON STREET, Boston, MA",SAM,-71.07671986958168,42.335146460966016
"90 NORTHAMPTON STREET, Boston, MA",SAM,-71.07675770215724,42.335177456336034
"1636 WASHINGTON STREET, Boston, MA",SAM,-71.07485214560718,42.337953891703435
"1638 WASHINGTON STREET, Boston, MA",SAM,-71.07488335691619,42.337932421502494
"397 SHAWMUT AVENUE, Boston, MA",SAM,-71.07314544226395,42.34066012894934
"350 SHAWMUT AVENUE, Boston, MA",SAM,-71.07164164449956,42.34145963025301
"352 SHAWMUT AVENUE, Boston, MA",SAM,-71.07166496761987,42.34144630275505
"354 SHAWMUT AVENUE, Boston, MA",SAM,-71.07168829074017,42.34143297525708
"356 SHAWMUT AVENUE, Boston, MA",SAM,-71.07171161386046,42.34141964775911
"358 SHAWMUT AVENUE, Boston, MA",SAM,-71.07173493698075,42.34140632026114
"1413 WASHINGTON STREET, Boston, MA",SAM,-71.07005809060209,42.341229686036016
"3 DEDHAM STREET, Boston, MA",SAM,-71.13319095511305,42.25404996589651
"5 DEDHAM STREET, Boston, MA",SAM,-71.13320357138342,42.2540376430272
"7 DEDHAM STREET, Boston, MA",SAM,-71.13321618765376,42.2540253201579
"25 MONSIGNOR REYNOLDS WAY, Boston, MA",SAM,-71.0698342542212,42.3404190705029
"387 SHAWMUT AVENUE, Boston, MA",SAM,-71.07274516295541,42.3409232054708
"405 SHAWMUT AVENUE, Boston, MA",SAM,-71.07342954036986,42.3404732222911
"214 SHAWMUT AVENUE, Boston, MA",SAM,-71.06715059627287,42.3441140576535
"1234 WASHINGTON STREET, Boston, MA",SAM,-71.06727742466676,42.342557211155885
"1242 WASHINGTON STREET, Boston, MA",SAM,-71.06734405483832,42.342503477143794
"1244 WASHINGTON STREET, Boston, MA",SAM,-71.0673607123812,42.34249004364076
"1246 WASHINGTON STREET, Boston, MA",SAM,-71.06737736992409,42.34247661013773
"1250 WASHINGTON STREET, Boston, MA",SAM,-71.06741068500986,42.34244974313169
"1256 WASHINGTON STREET, Boston, MA",SAM,-71.06745996891394,42.342409536041195
"1260 WASHINGTON STREET, Boston, MA",SAM,-71.06749302181657,42.34238249275584
"1262 WASHINGTON STREET, Boston, MA",SAM,-71.06750954826789,42.34236897111315
"1284 WASHINGTON STREET, Boston, MA",SAM,-71.06769813109871,42.342222112062714
"307 SHAWMUT AVENUE, Boston, MA",SAM,-71.07015176117498,42.34246965905343
"309 SHAWMUT AVENUE, Boston, MA",SAM,-71.07019963508777,42.3424398155738
"8 UNION PARK STREET, Boston, MA",SAM,-71.07041221270866,42.34205623930334
"12 UNION PARK STREET, Boston, MA",SAM,-71.0703653545403,42.342016924148346
"18 UNION PARK STREET, Boston, MA",SAM,-71.07029506728773,42.34195795141587
"24 UNION PARK STREET, Boston, MA",SAM,-71.07022478003516,42.34189897868337
"1315 WASHINGTON STREET, Boston, MA",SAM,-71.06849281153463,42.341844755890016
"1317 WASHINGTON STREET, Boston, MA",SAM,-71.06850598832597,42.341837998560784
"1355 WASHINGTON STREET, Boston, MA",SAM,-71.06888635526032,42.34168814458526
"23 BRADFORD STREET, Boston, MA",SAM,-71.06902703549316,42.34246525938819
"37 BRADFORD STREET, Boston, MA",SAM,-71.06877322915179,42.34260611527033
"110 BERKELEY STREET, Boston, MA",SAM,-71.07193853958144,42.34875394440339
"101 BERKELEY STREET, Boston, MA",SAM,-71.07157655907265,42.34833193288226
"105 BERKELEY STREET, Boston, MA",SAM,-71.07158626099515,42.34835133673253
"151 BERKELEY STREET, Boston, MA",SAM,-71.0720318371065,42.3492560289455
"1091 WASHINGTON STREET, Boston, MA",SAM,-71.06531891893522,42.345076332404886
"656 HARRISON AVENUE, Boston, MA",SAM,-71.06918058281147,42.339645540289894
"722 HARRISON AVENUE, Boston, MA",SAM,-71.07102553737951,42.338157398983
"721 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.07596026128401,42.33549100737441
"725 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.07592526522735,42.3354619805383
"727 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.07590776719903,42.33544746712023
"643 HARRISON AVENUE, Boston, MA",SAM,-71.07031370881097,42.33891108079489
"477 HARRISON AVENUE, Boston, MA",SAM,-71.06667372583512,42.34175652663255
"486 HARRISON AVENUE, Boston, MA",SAM,-71.06581865833732,42.34223733753959
"496 HARRISON AVENUE, Boston, MA",SAM,-71.06592130149811,42.342156833095586
"47 HARRISON ARCHWAYS NAN, Boston, MA",SAM,-71.07016202713375,42.33928857020786
"540 HARRISON AVENUE, Boston, MA",SAM,-71.06652377644845,42.341702531422456
"50 THAYER STREET, Boston, MA",SAM,-71.06414818652472,42.34240026174072
"32 PLYMPTON STREET, Boston, MA",SAM,-71.06842833137284,42.33925561327817
"39 WAREHAM STREET, Boston, MA",SAM,-71.06768884563,42.33939567397654
"63 WAREHAM STREET, Boston, MA",SAM,-71.0672651354395,42.33902753225268
"141 MALDEN STREET, Boston, MA",SAM,-71.06641224833827,42.33939642104397
"11 THAYER STREET, Boston, MA",SAM,-71.06508977234661,42.34256193621479
"19 THAYER STREET, Boston, MA",SAM,-71.0649086977938,42.342507025505746
"27 THAYER STREET, Boston, MA",SAM,-71.064727623241,42.342452114796686
"31 THAYER STREET, Boston, MA",SAM,-71.06463708596458,42.34242465944217
"37 THAYER STREET, Boston, MA",SAM,-71.06450128004997,42.34238347641039
"47 THAYER STREET, Boston, MA",SAM,-71.06427493685894,42.34231483802406
"75 THAYER STREET, Boston, MA",SAM,-71.06364872681098,42.34211344953253
"43 HARRISON ARCHWAYS NAN, Boston, MA",SAM,-71.07014811427294,42.339277327489526
"49 HARRISON ARCHWAYS NAN, Boston, MA",SAM,-71.07016898356416,42.33929419156702
"51 HARRISON ARCHWAYS NAN, Boston, MA",SAM,-71.07017593999456,42.33929981292621
"77 HARRISON ARCHWAYS NAN, Boston, MA",SAM,-71.0702663735899,42.33937289059539
"537 ALBANY STREET, Boston, MA",SAM,-71.06691207042618,42.338282932934895
"549 ALBANY STREET, Boston, MA",SAM,-71.06720951608672,42.33807822260603
"20 NEWMARKET SQUARE, Boston, MA",SAM,-71.06525217334534,42.33015348704806
"129 NEWMARKET SQUARE, Boston, MA",SAM,-71.06797331059363,42.33038286342287
"964 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.06791285540338,42.32820351154781
"968 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.0678989957499,42.328189488836394
"931 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.06940962981625,42.32974531831654
"965 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.06902242590652,42.329271372835315
"975 MASSACHUSETTS AVENUE, Boston, MA",SAM,-71.06895338890672,42.32918573197992
"50 NEWMARKET SQUARE, Boston, MA",SAM,-71.0665967283738,42.32660594067624
"81 NEWMARKET SQUARE, Boston, MA",SAM,-71.06695787248545,42.329147835289845
"83 NEWMARKET SQUARE, Boston, MA",SAM,-71.06705347945298,42.32926401593589
